joinid,jointType,program,category
123202e7f843cc124343e27953c020e7e3f4134aa19f8e02c7965ecaf94c626f,HAE,Children,Lifestyle
123202e7f843cc124343e27953c020e7e3f4134aa19f8e02c7965ecaf94c626f,HAE,Series,Music
ba0b0cb91f6b8a769786b6c7c7bfa8d923fdf1c6a898d81eb701270a1400a2f6,HAE,News,Music
ba0b0cb91f6b8a769786b6c7c7bfa8d923fdf1c6a898d81eb701270a1400a2f6,HAE,Movies,Culture
ba0b0cb91f6b8a769786b6c7c7bfa8d923fdf1c6a898d81eb701270a1400a2f6,HAE,Series,Sports
ba0b0cb91f6b8a769786b6c7c7bfa8d923fdf1c6a898d81eb701270a1400a2f6,HAE,Music,Kids
ba0b0cb91f6b8a769786b6c7c7bfa8d923fdf1c6a898d81eb701270a1400a2f6,HAE,Reality,Kids
abb0cbba2f7e7c8a13af3830ff41317d9f84c658aabef76a1096cfba3d6689e6,HAE,Music,Sports
3b98c6be98a5e06eba8b4fee78f98f44007ee8e836d1f227d07cad42737cfa2b,HAE,Sports,Reality
3b98c6be98a5e06eba8b4fee78f98f44007ee8e836d1f227d07cad42737cfa2b,HAE,Series,Education
3b98c6be98a5e06eba8b4fee78f98f44007ee8e836d1f227d07cad42737cfa2b,HAE,Lifestyle,Fitness
3b98c6be98a5e06eba8b4fee78f98f44007ee8e836d1f227d07cad42737cfa2b,HAE,Education,Information
3b98c6be98a5e06eba8b4fee78f98f44007ee8e836d1f227d07cad42737cfa2b,HAE,Sports,Reality
738ca922556a597d409c44c8faf22bae805c6cde50bd2d2bafe5fb829c5ed73b,HAE,Series,Entertainment
738ca922556a597d409c44c8faf22bae805c6cde50bd2d2bafe5fb829c5ed73b,HAE,Sports,Culture
738ca922556a597d409c44c8faf22bae805c6cde50bd2d2bafe5fb829c5ed73b,HAE,Sports,Information
738ca922556a597d409c44c8faf22bae805c6cde50bd2d2bafe5fb829c5ed73b,HAE,Movies,Kids
738ca922556a597d409c44c8faf22bae805c6cde50bd2d2bafe5fb829c5ed73b,HAE,Music,Fitness
9c76ec2ad0fd60d97cf5484d53f8a36fac72990342763734625851795b7d1c9b,HAE,Sports,Entertainment
9c76ec2ad0fd60d97cf5484d53f8a36fac72990342763734625851795b7d1c9b,HAE,Documentary,Education
9c76ec2ad0fd60d97cf5484d53f8a36fac72990342763734625851795b7d1c9b,HAE,News,Reality
9c76ec2ad0fd60d97cf5484d53f8a36fac72990342763734625851795b7d1c9b,HAE,Lifestyle,Reality
9c76ec2ad0fd60d97cf5484d53f8a36fac72990342763734625851795b7d1c9b,HAE,Movies,Entertainment
11cb18afbc929467e2526b005fc15a26217b2daf2f6a66b9b976f023346ba7bd,HAE,Music,Sports
11cb18afbc929467e2526b005fc15a26217b2daf2f6a66b9b976f023346ba7bd,HAE,Lifestyle,Sports
11cb18afbc929467e2526b005fc15a26217b2daf2f6a66b9b976f023346ba7bd,HAE,Lifestyle,Information
11cb18afbc929467e2526b005fc15a26217b2daf2f6a66b9b976f023346ba7bd,HAE,Lifestyle,Music
11cb18afbc929467e2526b005fc15a26217b2daf2f6a66b9b976f023346ba7bd,HAE,Movies,Sports
7f0977900f568307bd712cb3eb6bd0cb22e72b89d679596e92d1c66b3779fad6,HAE,Series,Education
c4b8b41063390126ee09464d3c9a07cd3402eebe6bb3b480853d9224642670ad,HAE,Documentary,Fitness
c4b8b41063390126ee09464d3c9a07cd3402eebe6bb3b480853d9224642670ad,HAE,Music,Reality
c4b8b41063390126ee09464d3c9a07cd3402eebe6bb3b480853d9224642670ad,HAE,Sports,Education
c4b8b41063390126ee09464d3c9a07cd3402eebe6bb3b480853d9224642670ad,HAE,News,Kids
c4b8b41063390126ee09464d3c9a07cd3402eebe6bb3b480853d9224642670ad,HAE,News,Education
c149dee400c71115d7905edc0b94db2b4bf91b71d8b986e0aa11c2bfaae773a0,HAE,Movies,Information
c149dee400c71115d7905edc0b94db2b4bf91b71d8b986e0aa11c2bfaae773a0,HAE,News,Fitness
c149dee400c71115d7905edc0b94db2b4bf91b71d8b986e0aa11c2bfaae773a0,HAE,Children,Culture
c149dee400c71115d7905edc0b94db2b4bf91b71d8b986e0aa11c2bfaae773a0,HAE,Movies,Education
c149dee400c71115d7905edc0b94db2b4bf91b71d8b986e0aa11c2bfaae773a0,HAE,Children,Entertainment
a6876e1aba879dda0994596a36cd8fc6c847593c4ddf936a0abf62351e681262,HAE,Music,Kids
a6876e1aba879dda0994596a36cd8fc6c847593c4ddf936a0abf62351e681262,HAE,News,Education
a6876e1aba879dda0994596a36cd8fc6c847593c4ddf936a0abf62351e681262,HAE,Sports,Sports
a6876e1aba879dda0994596a36cd8fc6c847593c4ddf936a0abf62351e681262,HAE,Children,Reality
a6876e1aba879dda0994596a36cd8fc6c847593c4ddf936a0abf62351e681262,HAE,Reality,Education
0120df5ec3b6335227fe9b0a6d481c518ec211c4d2b67b134af31e1770275a65,HAE,News,Information
0120df5ec3b6335227fe9b0a6d481c518ec211c4d2b67b134af31e1770275a65,HAE,Movies,Entertainment
0120df5ec3b6335227fe9b0a6d481c518ec211c4d2b67b134af31e1770275a65,HAE,Series,Sports
0120df5ec3b6335227fe9b0a6d481c518ec211c4d2b67b134af31e1770275a65,HAE,News,Reality
0120df5ec3b6335227fe9b0a6d481c518ec211c4d2b67b134af31e1770275a65,HAE,Series,Kids
cb6a6f562456643e0c86d93f08efbd19f58485e98e2b868863974820c429eeee,HAE,Reality,Sports
cb6a6f562456643e0c86d93f08efbd19f58485e98e2b868863974820c429eeee,HAE,Music,Music
cb6a6f562456643e0c86d93f08efbd19f58485e98e2b868863974820c429eeee,HAE,Documentary,Sports
cb6a6f562456643e0c86d93f08efbd19f58485e98e2b868863974820c429eeee,HAE,Lifestyle,Music
cb6a6f562456643e0c86d93f08efbd19f58485e98e2b868863974820c429eeee,HAE,News,Education
bb6eeb736242aa69af5707a2ece485f91be8b934f9d5e7a4360d1f1fefb89ba0,HAE,Sports,Information
bb6eeb736242aa69af5707a2ece485f91be8b934f9d5e7a4360d1f1fefb89ba0,HAE,Series,Music
bb6eeb736242aa69af5707a2ece485f91be8b934f9d5e7a4360d1f1fefb89ba0,HAE,Sports,Sports
bb6eeb736242aa69af5707a2ece485f91be8b934f9d5e7a4360d1f1fefb89ba0,HAE,News,Fitness
bb6eeb736242aa69af5707a2ece485f91be8b934f9d5e7a4360d1f1fefb89ba0,HAE,Lifestyle,Lifestyle
312d6658944d28bb0e6119e22be0007402308322f4ac28d8710415dcdf588302,HAE,News,Reality
74ad6c9b6c5e55420f40c090c091159d75752cd042eddb1d6405639dab8d533d,HAE,Education,Entertainment
74ad6c9b6c5e55420f40c090c091159d75752cd042eddb1d6405639dab8d533d,HAE,Sports,Sports
74ad6c9b6c5e55420f40c090c091159d75752cd042eddb1d6405639dab8d533d,HAE,Movies,Entertainment
74ad6c9b6c5e55420f40c090c091159d75752cd042eddb1d6405639dab8d533d,HAE,Documentary,Education
74ad6c9b6c5e55420f40c090c091159d75752cd042eddb1d6405639dab8d533d,HAE,Music,Entertainment
d0b8ebf1e0fa04fc540c6a02a16285ca916ed1ba811be20b34bd2140aa1505fb,HAE,News,Culture
e1d1f8635715ad851b9fe34e84139a7d5af1c82e7ab29e5477882f807fe3fd06,HAE,Series,Music
3f8f8f56271afd73336886fb1ce1f6b1d9c4a38bd4704ad624b73f294faa247e,HAE,Lifestyle,Lifestyle
3f8f8f56271afd73336886fb1ce1f6b1d9c4a38bd4704ad624b73f294faa247e,HAE,Series,Entertainment
3f8f8f56271afd73336886fb1ce1f6b1d9c4a38bd4704ad624b73f294faa247e,HAE,Reality,Kids
3f8f8f56271afd73336886fb1ce1f6b1d9c4a38bd4704ad624b73f294faa247e,HAE,Lifestyle,Information
3f8f8f56271afd73336886fb1ce1f6b1d9c4a38bd4704ad624b73f294faa247e,HAE,Music,Culture
553d43cf253e814942015353fb5d543abdc065acf02507b225612d5ba8c72b6f,HAE,Reality,Kids
553d43cf253e814942015353fb5d543abdc065acf02507b225612d5ba8c72b6f,HAE,Sports,Fitness
553d43cf253e814942015353fb5d543abdc065acf02507b225612d5ba8c72b6f,HAE,Children,Education
553d43cf253e814942015353fb5d543abdc065acf02507b225612d5ba8c72b6f,HAE,Sports,Information
553d43cf253e814942015353fb5d543abdc065acf02507b225612d5ba8c72b6f,HAE,Music,Lifestyle
b35318e4c6efab8513154926348873d00a915a0386dfd94f3e05dba86cb4daf5,HAE,Lifestyle,Kids
b35318e4c6efab8513154926348873d00a915a0386dfd94f3e05dba86cb4daf5,HAE,Children,Sports
b35318e4c6efab8513154926348873d00a915a0386dfd94f3e05dba86cb4daf5,HAE,Music,Reality
b35318e4c6efab8513154926348873d00a915a0386dfd94f3e05dba86cb4daf5,HAE,Sports,Reality
b35318e4c6efab8513154926348873d00a915a0386dfd94f3e05dba86cb4daf5,HAE,Documentary,Entertainment
35f1bf7546f645fec9dabe77beea16ce9c2ba25afefd878b8770cb0d6909a8ca,HAE,Movies,Education
35f1bf7546f645fec9dabe77beea16ce9c2ba25afefd878b8770cb0d6909a8ca,HAE,Education,Music
35f1bf7546f645fec9dabe77beea16ce9c2ba25afefd878b8770cb0d6909a8ca,HAE,Children,Fitness
35f1bf7546f645fec9dabe77beea16ce9c2ba25afefd878b8770cb0d6909a8ca,HAE,Documentary,Music
35f1bf7546f645fec9dabe77beea16ce9c2ba25afefd878b8770cb0d6909a8ca,HAE,Education,Reality
4aee81db2e07242574b70e87fe25969f3adfda2ad9153a1b7167d487f2f709a0,HAE,Lifestyle,Kids
4aee81db2e07242574b70e87fe25969f3adfda2ad9153a1b7167d487f2f709a0,HAE,News,Entertainment
4aee81db2e07242574b70e87fe25969f3adfda2ad9153a1b7167d487f2f709a0,HAE,Series,Culture
4aee81db2e07242574b70e87fe25969f3adfda2ad9153a1b7167d487f2f709a0,HAE,Education,Fitness
4aee81db2e07242574b70e87fe25969f3adfda2ad9153a1b7167d487f2f709a0,HAE,Children,Reality
4053783d49fa8675ef9f1e77aabf4f19ee1a86005d91cb6515eb9afdee946129,HAE,Movies,Lifestyle
4053783d49fa8675ef9f1e77aabf4f19ee1a86005d91cb6515eb9afdee946129,HAE,Sports,Kids
4053783d49fa8675ef9f1e77aabf4f19ee1a86005d91cb6515eb9afdee946129,HAE,Reality,Culture
4053783d49fa8675ef9f1e77aabf4f19ee1a86005d91cb6515eb9afdee946129,HAE,Movies,Music
4053783d49fa8675ef9f1e77aabf4f19ee1a86005d91cb6515eb9afdee946129,HAE,Documentary,Sports
5e36ef76d4b3ac536808bb73fac98a39d26378fe64bb120d77902154aff13fc7,HAE,Education,Information
f1adf1257e963aa180ffc6d67dc0dc3e0426c13e09b818efb55cf8c8d4867c31,HAE,Documentary,Entertainment
f1adf1257e963aa180ffc6d67dc0dc3e0426c13e09b818efb55cf8c8d4867c31,HAE,Children,Culture
f1adf1257e963aa180ffc6d67dc0dc3e0426c13e09b818efb55cf8c8d4867c31,HAE,Lifestyle,Information
f1adf1257e963aa180ffc6d67dc0dc3e0426c13e09b818efb55cf8c8d4867c31,HAE,Movies,Lifestyle
f1adf1257e963aa180ffc6d67dc0dc3e0426c13e09b818efb55cf8c8d4867c31,HAE,Children,Kids
6875a7d0af5c2eb0084b8860cbed5654fc40040d76d3aab7f67377d652a0ddf2,HAE,Lifestyle,Lifestyle
6875a7d0af5c2eb0084b8860cbed5654fc40040d76d3aab7f67377d652a0ddf2,HAE,Movies,Lifestyle
6875a7d0af5c2eb0084b8860cbed5654fc40040d76d3aab7f67377d652a0ddf2,HAE,Children,Music
6875a7d0af5c2eb0084b8860cbed5654fc40040d76d3aab7f67377d652a0ddf2,HAE,News,Entertainment
6875a7d0af5c2eb0084b8860cbed5654fc40040d76d3aab7f67377d652a0ddf2,HAE,Sports,Music
5cfb86f4b481813dc91366f3287131ce549f02377a0048741ecece186368cb13,HAE,Series,Fitness
5cfb86f4b481813dc91366f3287131ce549f02377a0048741ecece186368cb13,HAE,Lifestyle,Culture
5cfb86f4b481813dc91366f3287131ce549f02377a0048741ecece186368cb13,HAE,Music,Fitness
5cfb86f4b481813dc91366f3287131ce549f02377a0048741ecece186368cb13,HAE,Education,Fitness
5cfb86f4b481813dc91366f3287131ce549f02377a0048741ecece186368cb13,HAE,News,Reality
93a001bbe2bff5bc937306e70c22b1f415db678f2a0e8a192acc8bdb2c604f49,HAE,Reality,Entertainment
93a001bbe2bff5bc937306e70c22b1f415db678f2a0e8a192acc8bdb2c604f49,HAE,Sports,Culture
93a001bbe2bff5bc937306e70c22b1f415db678f2a0e8a192acc8bdb2c604f49,HAE,Series,Reality
93a001bbe2bff5bc937306e70c22b1f415db678f2a0e8a192acc8bdb2c604f49,HAE,Education,Culture
93a001bbe2bff5bc937306e70c22b1f415db678f2a0e8a192acc8bdb2c604f49,HAE,Movies,Fitness
efda9a67611ef90b5ead12da23e65494ff24b4e01e921985dfb9e9c4c0a07f8f,HAE,Education,Education
efda9a67611ef90b5ead12da23e65494ff24b4e01e921985dfb9e9c4c0a07f8f,HAE,Reality,Culture
efda9a67611ef90b5ead12da23e65494ff24b4e01e921985dfb9e9c4c0a07f8f,HAE,Sports,Information
efda9a67611ef90b5ead12da23e65494ff24b4e01e921985dfb9e9c4c0a07f8f,HAE,Music,Sports
efda9a67611ef90b5ead12da23e65494ff24b4e01e921985dfb9e9c4c0a07f8f,HAE,Children,Sports
f979644660a1bdda56849636c002fd95217043db4ecd90f1b698c495699661e6,HAE,Lifestyle,Fitness
f979644660a1bdda56849636c002fd95217043db4ecd90f1b698c495699661e6,HAE,News,Sports
f979644660a1bdda56849636c002fd95217043db4ecd90f1b698c495699661e6,HAE,News,Music
f979644660a1bdda56849636c002fd95217043db4ecd90f1b698c495699661e6,HAE,Lifestyle,Entertainment
f979644660a1bdda56849636c002fd95217043db4ecd90f1b698c495699661e6,HAE,Education,Sports
8090f8e839c7cf37b465064fb71185932431593e53ff3baefafa8e3d5ceffb06,HAE,Education,Reality
59a6ada84fb4c4d765158e97a60f6da7eea2cf37dd14e5981e3996ce99fc8eab,HAE,News,Education
59a6ada84fb4c4d765158e97a60f6da7eea2cf37dd14e5981e3996ce99fc8eab,HAE,Lifestyle,Information
59a6ada84fb4c4d765158e97a60f6da7eea2cf37dd14e5981e3996ce99fc8eab,HAE,Movies,Entertainment
59a6ada84fb4c4d765158e97a60f6da7eea2cf37dd14e5981e3996ce99fc8eab,HAE,Lifestyle,Lifestyle
59a6ada84fb4c4d765158e97a60f6da7eea2cf37dd14e5981e3996ce99fc8eab,HAE,Education,Culture
3f90dd44d81fb1b562704061cfcc07a52958462148fb12ae0c4019ca2686e753,HAE,Documentary,Music
3f90dd44d81fb1b562704061cfcc07a52958462148fb12ae0c4019ca2686e753,HAE,Sports,Culture
3f90dd44d81fb1b562704061cfcc07a52958462148fb12ae0c4019ca2686e753,HAE,Education,Education
3f90dd44d81fb1b562704061cfcc07a52958462148fb12ae0c4019ca2686e753,HAE,Movies,Fitness
3f90dd44d81fb1b562704061cfcc07a52958462148fb12ae0c4019ca2686e753,HAE,Movies,Entertainment
623e7319a4cef6c0dcb18641c705718a529d9d33b89e8f8f3fba59201461a136,HAE,Movies,Sports
623e7319a4cef6c0dcb18641c705718a529d9d33b89e8f8f3fba59201461a136,HAE,Reality,Fitness
623e7319a4cef6c0dcb18641c705718a529d9d33b89e8f8f3fba59201461a136,HAE,Series,Sports
623e7319a4cef6c0dcb18641c705718a529d9d33b89e8f8f3fba59201461a136,HAE,Education,Fitness
623e7319a4cef6c0dcb18641c705718a529d9d33b89e8f8f3fba59201461a136,HAE,Reality,Reality
5f21c4ad6bdaff8ff810a56e6562399c4f04701bcbd757de2744ea2089611827,HAE,Children,Education
5f21c4ad6bdaff8ff810a56e6562399c4f04701bcbd757de2744ea2089611827,HAE,Children,Entertainment
5f21c4ad6bdaff8ff810a56e6562399c4f04701bcbd757de2744ea2089611827,HAE,Lifestyle,Sports
5f21c4ad6bdaff8ff810a56e6562399c4f04701bcbd757de2744ea2089611827,HAE,News,Kids
5f21c4ad6bdaff8ff810a56e6562399c4f04701bcbd757de2744ea2089611827,HAE,News,Education
646f76eb742414c51b4c9c0e237860856877224c34e4e64a35d32fe767ad8ad5,HAE,Music,Fitness
646f76eb742414c51b4c9c0e237860856877224c34e4e64a35d32fe767ad8ad5,HAE,Lifestyle,Sports
646f76eb742414c51b4c9c0e237860856877224c34e4e64a35d32fe767ad8ad5,HAE,Series,Sports
646f76eb742414c51b4c9c0e237860856877224c34e4e64a35d32fe767ad8ad5,HAE,Music,Culture
646f76eb742414c51b4c9c0e237860856877224c34e4e64a35d32fe767ad8ad5,HAE,Sports,Kids
294ad534e133bfdee61074a5a3bd81b69a228c81730743ed42add5d53bbafed6,HAE,Education,Entertainment
294ad534e133bfdee61074a5a3bd81b69a228c81730743ed42add5d53bbafed6,HAE,Education,Entertainment
294ad534e133bfdee61074a5a3bd81b69a228c81730743ed42add5d53bbafed6,HAE,Lifestyle,Lifestyle
294ad534e133bfdee61074a5a3bd81b69a228c81730743ed42add5d53bbafed6,HAE,News,Music
294ad534e133bfdee61074a5a3bd81b69a228c81730743ed42add5d53bbafed6,HAE,Music,Sports
1372cf37fe0ac47e0b9953b456e8320f34eea22a0c3f8354050a007a0479e3e9,HAE,Music,Sports
1372cf37fe0ac47e0b9953b456e8320f34eea22a0c3f8354050a007a0479e3e9,HAE,Documentary,Sports
1372cf37fe0ac47e0b9953b456e8320f34eea22a0c3f8354050a007a0479e3e9,HAE,Children,Education
1372cf37fe0ac47e0b9953b456e8320f34eea22a0c3f8354050a007a0479e3e9,HAE,Reality,Kids
1372cf37fe0ac47e0b9953b456e8320f34eea22a0c3f8354050a007a0479e3e9,HAE,Music,Fitness
d682fc820a9148fb3ec1626fb561f6a62cbee9a302cd1cf80db7f25593f7c972,HAE,Reality,Education
151e7e03b88611465cde3bd1b255785660e6a52f582c9904f31b261ec656eb8c,HAE,Reality,Lifestyle
151e7e03b88611465cde3bd1b255785660e6a52f582c9904f31b261ec656eb8c,HAE,Documentary,Kids
151e7e03b88611465cde3bd1b255785660e6a52f582c9904f31b261ec656eb8c,HAE,News,Fitness
151e7e03b88611465cde3bd1b255785660e6a52f582c9904f31b261ec656eb8c,HAE,Music,Information
151e7e03b88611465cde3bd1b255785660e6a52f582c9904f31b261ec656eb8c,HAE,Lifestyle,Culture
65012d73292d403a554d734c94805bf6afbe9cdd8390a4aa76b6f588acd0e948,HAE,Documentary,Fitness
65012d73292d403a554d734c94805bf6afbe9cdd8390a4aa76b6f588acd0e948,HAE,Reality,Culture
65012d73292d403a554d734c94805bf6afbe9cdd8390a4aa76b6f588acd0e948,HAE,Lifestyle,Kids
65012d73292d403a554d734c94805bf6afbe9cdd8390a4aa76b6f588acd0e948,HAE,Sports,Music
65012d73292d403a554d734c94805bf6afbe9cdd8390a4aa76b6f588acd0e948,HAE,News,Music
4a7a0a4854f87aa23036e61f160525e62d33b4057e04a9336a2980883048dd55,HAE,Education,Culture
4a7a0a4854f87aa23036e61f160525e62d33b4057e04a9336a2980883048dd55,HAE,Education,Lifestyle
4a7a0a4854f87aa23036e61f160525e62d33b4057e04a9336a2980883048dd55,HAE,News,Reality
4a7a0a4854f87aa23036e61f160525e62d33b4057e04a9336a2980883048dd55,HAE,Music,Kids
4a7a0a4854f87aa23036e61f160525e62d33b4057e04a9336a2980883048dd55,HAE,Series,Information
8cee51092788a3c60c03969422085cadb662b4a78476eff026e6342cfccf5867,HAE,Music,Fitness
8cee51092788a3c60c03969422085cadb662b4a78476eff026e6342cfccf5867,HAE,Children,Education
8cee51092788a3c60c03969422085cadb662b4a78476eff026e6342cfccf5867,HAE,Documentary,Lifestyle
8cee51092788a3c60c03969422085cadb662b4a78476eff026e6342cfccf5867,HAE,Children,Entertainment
8cee51092788a3c60c03969422085cadb662b4a78476eff026e6342cfccf5867,HAE,Lifestyle,Reality
fd760d50d9c23aa369a22976f422028793022c90c42fe1413ecde3bf1abc52c7,HAE,Series,Sports
fd760d50d9c23aa369a22976f422028793022c90c42fe1413ecde3bf1abc52c7,HAE,Series,Education
fd760d50d9c23aa369a22976f422028793022c90c42fe1413ecde3bf1abc52c7,HAE,Sports,Music
fd760d50d9c23aa369a22976f422028793022c90c42fe1413ecde3bf1abc52c7,HAE,Lifestyle,Entertainment
fd760d50d9c23aa369a22976f422028793022c90c42fe1413ecde3bf1abc52c7,HAE,Documentary,Sports
91854340f2569d5991b7b0736c7726ae1a373e1b99c1b5be4672ea99aafdc806,HAE,Music,Sports
91854340f2569d5991b7b0736c7726ae1a373e1b99c1b5be4672ea99aafdc806,HAE,Lifestyle,Reality
91854340f2569d5991b7b0736c7726ae1a373e1b99c1b5be4672ea99aafdc806,HAE,News,Information
91854340f2569d5991b7b0736c7726ae1a373e1b99c1b5be4672ea99aafdc806,HAE,Education,Music
91854340f2569d5991b7b0736c7726ae1a373e1b99c1b5be4672ea99aafdc806,HAE,Lifestyle,Fitness
288a2e5cc0e82a8d63d9d3bdeeaba96ec8885949a97c52d81dfb328bcc711c42,HAE,Reality,Music
69565701ea02ec25c61ca9ab5ba4b24af0def8141ad2a3dea5db42cb7cfb38bd,HAE,Series,Entertainment
69565701ea02ec25c61ca9ab5ba4b24af0def8141ad2a3dea5db42cb7cfb38bd,HAE,Lifestyle,Entertainment
69565701ea02ec25c61ca9ab5ba4b24af0def8141ad2a3dea5db42cb7cfb38bd,HAE,Movies,Sports
69565701ea02ec25c61ca9ab5ba4b24af0def8141ad2a3dea5db42cb7cfb38bd,HAE,Children,Entertainment
69565701ea02ec25c61ca9ab5ba4b24af0def8141ad2a3dea5db42cb7cfb38bd,HAE,Children,Information
efb31de13f6dc9f6cd0759aaaee8e66de632c5b4ee85fa59b43e4e03c8983f51,HAE,Reality,Sports
831981578374ce44dcda1f8dffbec85e2d42aa5df42a0d4aab44a4ee201c8e7c,HAE,Lifestyle,Education
831981578374ce44dcda1f8dffbec85e2d42aa5df42a0d4aab44a4ee201c8e7c,HAE,Movies,Reality
831981578374ce44dcda1f8dffbec85e2d42aa5df42a0d4aab44a4ee201c8e7c,HAE,News,Fitness
831981578374ce44dcda1f8dffbec85e2d42aa5df42a0d4aab44a4ee201c8e7c,HAE,Education,Culture
831981578374ce44dcda1f8dffbec85e2d42aa5df42a0d4aab44a4ee201c8e7c,HAE,Sports,Entertainment
1672ed1b6404c0411d493aac2c6e527b959d822f2ea3ac97a6f9624dcf8f3b3c,HAE,Reality,Sports
1672ed1b6404c0411d493aac2c6e527b959d822f2ea3ac97a6f9624dcf8f3b3c,HAE,Lifestyle,Kids
1672ed1b6404c0411d493aac2c6e527b959d822f2ea3ac97a6f9624dcf8f3b3c,HAE,Movies,Reality
1672ed1b6404c0411d493aac2c6e527b959d822f2ea3ac97a6f9624dcf8f3b3c,HAE,Education,Information
1672ed1b6404c0411d493aac2c6e527b959d822f2ea3ac97a6f9624dcf8f3b3c,HAE,Music,Music
fd87243e7c6f5a79ae236cf1763a5a0ec58679195fc937f7cee70952bca8d45a,HAE,Children,Education
fd87243e7c6f5a79ae236cf1763a5a0ec58679195fc937f7cee70952bca8d45a,HAE,Lifestyle,Information
fd87243e7c6f5a79ae236cf1763a5a0ec58679195fc937f7cee70952bca8d45a,HAE,Education,Education
fd87243e7c6f5a79ae236cf1763a5a0ec58679195fc937f7cee70952bca8d45a,HAE,Movies,Lifestyle
fd87243e7c6f5a79ae236cf1763a5a0ec58679195fc937f7cee70952bca8d45a,HAE,Education,Culture
ac9349c8b31f9ccc6b6a4e858b5f0209ce4f983b0ac0449bf184d537e9160f65,HAE,Lifestyle,Information
ac9349c8b31f9ccc6b6a4e858b5f0209ce4f983b0ac0449bf184d537e9160f65,HAE,Music,Fitness
ac9349c8b31f9ccc6b6a4e858b5f0209ce4f983b0ac0449bf184d537e9160f65,HAE,Movies,Education
ac9349c8b31f9ccc6b6a4e858b5f0209ce4f983b0ac0449bf184d537e9160f65,HAE,Education,Entertainment
ac9349c8b31f9ccc6b6a4e858b5f0209ce4f983b0ac0449bf184d537e9160f65,HAE,Sports,Reality
04b21703e59786a3a2d6d7274f9a3f5f2b273a2d8f7531f302d28dd5411dec4a,HAE,Reality,Reality
04b21703e59786a3a2d6d7274f9a3f5f2b273a2d8f7531f302d28dd5411dec4a,HAE,News,Music
04b21703e59786a3a2d6d7274f9a3f5f2b273a2d8f7531f302d28dd5411dec4a,HAE,Movies,Kids
04b21703e59786a3a2d6d7274f9a3f5f2b273a2d8f7531f302d28dd5411dec4a,HAE,Education,Entertainment
04b21703e59786a3a2d6d7274f9a3f5f2b273a2d8f7531f302d28dd5411dec4a,HAE,Movies,Reality
e3ae106232a5873f6146d788da6abbc4aa12ecdbdd140db24026c0fe0f646047,HAE,Education,Lifestyle
e3ae106232a5873f6146d788da6abbc4aa12ecdbdd140db24026c0fe0f646047,HAE,Sports,Fitness
e3ae106232a5873f6146d788da6abbc4aa12ecdbdd140db24026c0fe0f646047,HAE,Education,Culture
e3ae106232a5873f6146d788da6abbc4aa12ecdbdd140db24026c0fe0f646047,HAE,Education,Reality
e3ae106232a5873f6146d788da6abbc4aa12ecdbdd140db24026c0fe0f646047,HAE,Documentary,Lifestyle
22d885d66e59df5f0498fad5aaf6213d6be73ef4d57b752dfb9f6fb1164697ec,HAE,Sports,Education
22d885d66e59df5f0498fad5aaf6213d6be73ef4d57b752dfb9f6fb1164697ec,HAE,Documentary,Music
22d885d66e59df5f0498fad5aaf6213d6be73ef4d57b752dfb9f6fb1164697ec,HAE,Children,Culture
22d885d66e59df5f0498fad5aaf6213d6be73ef4d57b752dfb9f6fb1164697ec,HAE,Sports,Fitness
22d885d66e59df5f0498fad5aaf6213d6be73ef4d57b752dfb9f6fb1164697ec,HAE,Series,Reality
095c9375f1411c2da960781e91606123376f0e838284c40cd9920e29dcf238eb,HAE,Children,Sports
5042ed1a9d83252134ffb301b1c4056d0c36029aa8cae4cfdd45a2d05c7e1024,HAE,Documentary,Entertainment
5042ed1a9d83252134ffb301b1c4056d0c36029aa8cae4cfdd45a2d05c7e1024,HAE,Education,Lifestyle
5042ed1a9d83252134ffb301b1c4056d0c36029aa8cae4cfdd45a2d05c7e1024,HAE,Series,Information
5042ed1a9d83252134ffb301b1c4056d0c36029aa8cae4cfdd45a2d05c7e1024,HAE,Documentary,Kids
5042ed1a9d83252134ffb301b1c4056d0c36029aa8cae4cfdd45a2d05c7e1024,HAE,Lifestyle,Lifestyle
7f9edebbcf70af585c936f6528c8717f4a9166def65c11fad83ca501131307ee,HAE,Lifestyle,Information
7f9edebbcf70af585c936f6528c8717f4a9166def65c11fad83ca501131307ee,HAE,Education,Lifestyle
7f9edebbcf70af585c936f6528c8717f4a9166def65c11fad83ca501131307ee,HAE,Documentary,Fitness
7f9edebbcf70af585c936f6528c8717f4a9166def65c11fad83ca501131307ee,HAE,Documentary,Kids
7f9edebbcf70af585c936f6528c8717f4a9166def65c11fad83ca501131307ee,HAE,Documentary,Kids
22bf1e00209b6cc200e8677543f448e8226e4e4f35ad68b1d5de47c1e18cc669,HAE,Children,Entertainment
22bf1e00209b6cc200e8677543f448e8226e4e4f35ad68b1d5de47c1e18cc669,HAE,Movies,Information
22bf1e00209b6cc200e8677543f448e8226e4e4f35ad68b1d5de47c1e18cc669,HAE,Documentary,Education
22bf1e00209b6cc200e8677543f448e8226e4e4f35ad68b1d5de47c1e18cc669,HAE,Series,Kids
22bf1e00209b6cc200e8677543f448e8226e4e4f35ad68b1d5de47c1e18cc669,HAE,Lifestyle,Lifestyle
4d0bfdda718446b978f5a97247fb07898a1cf04681fff8c41d6abb7871149d0e,HAE,Education,Education
c693d18c55c519cf43d3ce708de7f34a65345dcbc726fe652b32673f480cda73,HAE,Children,Sports
